AirlineID,Name,Alias,IATA,ICAO,Country
4984,Taxis Turisticos Marakame,\N,,TMH,Mexico
4985,Tamir Airways,\N,,TMI,Israel
4986,Tomahawk Airways,\N,,TMK,United States
4987,TAM,\N,,TML,Madagascar
4988,TMC Airlines,\N,,TMM,United States
4989,TRAM,\N,,TMQ,Mauritania
4990,Timberline Air,\N,,TMR,Canada
4991,Temsco Helicopters,\N,,TMS,United States
4992,Trans Midwest Airlines,\N,,TMT,United States
4993,Tramon Air,\N,,TMX,South Africa
4994,Transportes Aereos del Mundo Maya,\N,,TMY,Mexico
4995,Tranporte Amazonair,\N,,TMZ,Venezuela
4996,Trans Air-Benin,\N,,TNB,Benin
4997,Taxis Aereos del Noroeste,\N,,TNE,Mexico
4998,Transafricaine,\N,,TNF,Burkina Faso
4999,Tennessee Air National Guard 164th Airlift Group,\N,,TNG,United States
5000,Transair International Linhas Aereas,\N,,TNI,United States
5001,Tengeriyn Ulaach Shine,\N,,TNL,Mongolia
5002,Tiara Air,\N,3P,TNM,Aruba
5003,Transped Aviation,\N,,TNP,Austria
5004,Tanana Air Services,\N,,TNR,United States
5005,Trans North Turbo Air,\N,,TNT,Canada
5006,Transnorthern,\N,,TNV,United States
5007,Trans Nation Airways,\N,,TNW,Ethiopia
5008,Trener Ltd,\N,,TNX,Hungary
5009,Twin Town Leasing Company,\N,,TNY,United States
5010,Tobruk Air,\N,7T,TOB,Libya
5011,TOJ Airlines,\N,,TOJ,Tajikistan
5012,Tol-Air Services,\N,TI,TOL,United States
5013,Thomsonfly,\N,BY,TOM,United Kingdom
5014,Top Air,\N,,TOP,Turkey
5015,Toronto Airways,\N,,TOR,Canada
5016,Tropic Air,\N,PM,TOS,Belize
5017,Totavia,\N,,TOT,Canada
5018,Tower Air,\N,FF,TOW,United States
5019,Toyota Canada,\N,,TOY,Canada
5020,TAMPA,\N,QT,TPA,Colombia
5021,Top Speed,\N,,TPD,Austria
5022,Taxis Aereos del Pacifico,\N,,TPF,Mexico
5023,Transportes Aereos Pegaso,\N,,TPG,Mexico
5024,TAR Interpilot,\N,,TPL,Mauritania
5025,Transpais Aereo,\N,,TPM,Mexico
5026,Transportacion Aerea del Norte,\N,,TPN,Mexico
5027,Transpac Express,\N,,TPP,Australia
5028,Taxis Aereos De Parral,\N,,TPR,Mexico
5029,TAPSA Transportes Aereos Petroleros,\N,,TPS,Argentina
5030,Transportes Aereo del Sureste,\N,,TPT,Mexico
5031,Trans American Airlines (Trans Am),\N,,TPU,Peru
5032,Thai Pacific Airlines Business,\N,,TPV,Thailand
5033,Transportes Aereos De Xalapa,\N,,TPX,Mexico
5034,Trans-Provincial Airlines,\N,,TPY,Canada
5035,Transportes La Paz,\N,,TPZ,Mexico
5036,Taquan Air Services,\N,,TQN,United States
5037,Transportacion Aerea De Queretaro,\N,,TQR,Mexico
5038,TransAsia Airways,\N,GE,TNA,Taiwan
5039,Transavia Holland,\N,HV,TRA,Netherlands
5040,Trans Air Charter,\N,,TRC,United States
5041,TACV,\N,VR,TCV,Portugal
5042,Trans Island Air,\N,,TRD,Barbados
5043,Taxi Air Fret,\N,,TRF,France
5044,TRAGSA (Medios Aereos),\N,,TRG,Spain
5045,Trans Euro Air,\N,,TRJ,United Kingdom
5046,Transport Aerien de Mauritanie,\N,,TRM,Mauritania
5047,Tropic Airlines-Air Molokai,\N,,TRO,United States
5048,Turdus Airways,\N,,TRQ,Netherland
5049,Tramson Limited,\N,,TRR,Sudan
5050,Trans Arabian Air Transport,\N,,TRT,Sudan
5051,Triangle Airline (Uganda),\N,,TRU,Uganda
5052,Transwestern Airlines of Utah,\N,,TRW,United States
5053,Tristar Airlines,\N,,TRY,United States
5054,TransMeridian Airlines,\N,T9,TRZ,United States
5055,Transair France,\N,,TSA,France
5056,TAF-Linhas Aereas,\N,,TSD,Brazil
5057,Transmile Air Services,\N,TH,TSE,Malaysia
5058,Trans-Air-Congo,\N,,TSG,Republic of the Congo
5059,Transport'air,\N,,TSI,France
5060,Trast Aero,\N,S5,TSJ,Kyrgyzstan
5061,Trast Aero,\N,,TSK,Kyrgyzstan
5062,Thai Aviation Services,\N,,TSL,Thailand
5063,Taftan Airlines,\N,,SBT,Iran
5064,Transwest Air,\N,9T,ABS,Canada
5065,Trans Sayegh Airport Services,\N,,TSM,Lebanon
5066,Trans-Air Services,\N,,TSN,Nigeria
5067,Transaero Airlines,\N,UN,TSO,Russia
5068,Transportes Aereos Inter,\N,,TSP,Guatemala
5069,Trans Service Airlift,\N,,TSR,Democratic Republic of Congo
5070,Tri-State Aero,\N,,TSS,United States
5071,TRAST,\N,,TST,Kazakhstan
5072,Tropair Airservices,\N,,TSV,United Kingdom
5073,Transwings,\N,,TSW,Switzerland
5074,Thai Star Airlines,\N,T9,TSX,Thailand
5075,Tristar Air,\N,,TSY,Egypt
5076,TTA - Sociedade de Transporte e Trabalho Aereo,\N,,TTA,Mozambique
5077,Transteco,\N,,TTC,Angola
5078,Tarhan Tower Airlines,\N,,TTH,Turkey
5079,Total Linhas Aereas,\N,,TTL,Brazil
5080,Triple O Aviation,\N,,TTP,Nigeria
5081,Transportaciones Y Servicios Aereos,\N,,TTR,Mexico
5082,Transporte Aereo Tecnico Ejecutivo,\N,,TTS,Mexico
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,Turkmenistan
5084,Turismo Aereo de Chile,\N,,TUC,Chile
5085,Tuninter,\N,UG,TUI,Tunisia
5086,Tulpar Air,\N,,TUL,Russia
5087,Tyumenspecavia,\N,,TUM,Russia
5088,Taxi Aereo Turistico,\N,,TUO,Mexico
5089,Tulpar Air Service,\N,,TUX,Kazakhstan
5090,Tuna Aero,\N,,TUZ,Sweden
5091,Trans America Airlines,\N,,TVA,United States
5092,Trabajos Aereos Vascongados,\N,,TVH,Spain
5093,Tiramavia,\N,,TVI,Moldova
5094,Travel Service,\N,,TVL,Hungary
5095,Transavio,\N,,TVO,Italy
5096,Tavrey Airlines,\N,T6,TVR,Ukraine
5097,Travel Service,\N,QS,TVS,Czech Republic
5098,Trans World Airlines,TWA,TW,TWA,United States
5099,Transwede Airways,\N,,TWE,Sweden
5100,Twinjet Aircraft Sales,\N,,TWJ,United Kingdom
5101,Tradewinds Aviation,\N,,TWL,Canada
5102,Transairways,\N,,TWM,Mozambique
5103,Twente Airlines,\N,,TWO,Netherlands
5104,Trans Air Welwitchia,\N,,TWW,Angola
5105,Texair Charter,\N,,TXA,United States
5106,Transaviaexport,\N,AL,TXC,Belarus
5107,Transilvania Express,\N,,TXE,Romania
5108,Taxi Aereo Cozatl,\N,,TXL,Mexico
5109,Taxi Aereo de Mexico,\N,,TXM,Mexico
5110,Texas National Airlines,\N,,TXN,United States
5111,Taxis Aereos de Sinaloa,\N,,TXO,Mexico
5112,Taxirey,\N,,TXR,Mexico
5113,Texas Airlines,\N,,TXS,United States
5114,Texas Air Charters,\N,,TXT,United States
5115,Tex Star Air Freight,\N,,TXZ,United States
5116,Tayflite,\N,,TYF,United Kingdom
5117,Trygg-Flyg,\N,,TYG,Sweden
5118,Tyrol Air Ambulance,\N,,TYW,Austria
5119,Transporte Aereo Ernesto Saenz,\N,,TZE,Mexico
5120,Tajikstan,\N,,TZK,Tajikistan
5121,Thyssen Krupp AG,\N,,BLI,Germany
5122,TUIfly Nordic,\N,6B,BLX,Sweden
5123,Transportes Aereos Bolivianos,\N,,BOL,Bolivia
5124,Tiphook PLC,\N,,BOX,United Kingdom
5125,Top Flight Air Service,\N,,CHE,United States
5126,Trans America,\N,,CLR,United States
5127,Triple Alpha,\N,,CLU,Germany
5128,Tashkent Aircraft Production Corporation,\N,,CTP,Uzbekistan
5129,Texas Airways,\N,,CWT,United States
5130,Transportes Aereos Don Carlos,\N,,DCL,Chile
5131,Telnic Limited,\N,,DOT,United Kingdom
5132,Triton Airlines,\N,,DRC,Canada
5133,TAAG Angola Airlines,\N,DT,DTA,Angola
5134,Tassili Airlines,\N,SF,DTH,Algeria
5135,Transporte Ejecutivo Aereo,\N,,EAR,Mexico
5136,Transportes Aereos Nacionales De Selva Tans,\N,,ELV,Peru
5137,TAG Farnborough Airport,\N,,FBO,United Kingdom
5138,Transaviaservice,\N,,FNV,Georgia
5139,TAG Aviation,\N,,FPG,Switzerland
5140,The 955 Preservation Group,\N,,GFN,United Kingdom
5141,Trans-Air-Link,\N,,GJB,United States
5142,Tradewind Aviation,\N,,GPD,United States
5143,Trail Lake Flying Service,\N,,HBA,United States
5144,TAF Helicopters,\N,,HET,Spain
5145,Tango Bravo,\N,,HTO,France
5146,Turkish Air Force,\N,,HVK,Turkey
5147,Thryluthjonustan,\N,,IHS,Iceland
5148,TA-Air Airline,\N,,IRF,Iran
5149,Tara Air Line,\N,,IRR,Iran
5150,Trading Air Cargo,\N,,JCH,Mauritania
5151,Trans-Kiev,\N,,KCA,Ukraine
5152,Tal Air Charters,\N,,JEL,Canada
5153,Transcontinental Airlines,\N,,KRA,Kazakhstan
5154,Transaviabaltika,\N,,KTB,Lithuania
5155,Transair-Gyraintiee,\N,,KTS,Russia
5156,TAM Mercosur,\N,PZ,LAP,Paraguay
5157,The Lancair Company,\N,,LCC,United States
5158,The Army Aviation Heritage Foundation,\N,,LEG,United States
5159,Top Sky International,\N,,LKW,Indonesia
5160,Trans States Airlines,\N,AX,LOF,United States
5161,Trans Atlantis,\N,,LTA,Canada
5162,Transportacion Aerea Del Mar De Cortes,\N,,MCT,Mexico
5163,Transporte Aero MGM,\N,,MGM,Mexico
5164,Tigerfly,\N,,MOH,United Kingdom
5165,Transportes Aereos Amparo,\N,,MPO,Mexico
5166,Trans Air,\N,,MUI,United States
5167,Transportes Aereos Mexiquenses,\N,,MXQ,Mexico
5168,Travelsky Technology,\N,1E,,China
5169,Thalys,\N,2H,,Belgium
5171,TNT International Aviation,\N,,NTR,United Kingdom
5172,Open Skies Consultative Commission,\N,1L,OSY,United States
5173,Trans-Pacific Orient Airways,\N,,PCW,Philippines
5174,Tauranga Aer Club,\N,,PGS,New Zealand
5175,TSSKB-Progress,\N,,PSS,Russia
5176,Trans World Express,\N,,RBD,United States
5177,Trans Reco,\N,,REC,Mauritania
5178,Tas Aviation,\N,,RMS,United States
5179,Tarom,\N,RO,ROT,Romania
5180,Transportes Aereos I.R. Crusoe,\N,,ROU,Chile
5181,Transportes Aereos Sierra,\N,,RRT,Mexico
5182,Tbilisi Aviation University,\N,,RRY,Georgia
5183,Trans Am Compania,\N,,RTM,Ecuador
5184,Trans Sahara Air,\N,,SBJ,Nigeria
5185,Transportes Aereos Sierra Madre,\N,,SEI,Mexico
5186,Trans Asian Airlines,\N,,SRT,Kazakhstan
5187,Turan Air,\N,3T,URN,Azerbaijan
5188,TRIP Linhas A,\N,8R,TIB,Brazil
5189,Tusheti,\N,,USB,Georgia
5190,TAPC Aviatrans Aircompany,\N,,UTM,Uzbekistan
5191,Trans-Ulgii,\N,,UTN,Mongolia
5192,Transarabian Transportation Services,\N,,UTT,Uganda
5193,Transaven,\N,,VEN,Venezuela
5194,Tag Aviation UK,\N,,VIP,United Kingdom
5195,Tbilaviamsheni,\N,,VNZ,Georgia
5196,Taxi de Veracruz,\N,,VRC,Mexico
5197,Travel Express Aviation Services,\N,,XAR,Indonesia
5198,Taxi Aero Del Norte,\N,,XNR,Mexico
5199,Transports et Travaux A,\N,OF,,
5202,USAF Air Mobility Operations Control Center,\N,,DOD,United States
5203,U.S. Department of the Interior,\N,,DOI,United States
5204,United Kingdom Civil Aviation Authority,\N,,EXM,United Kingdom
5205,Union des Transports Africains de Guinee,\N,,GIH,Guinea
5206,US Army Parachute Team,\N,,GKA,United States
5207,USA3000 Airlines,\N,U5,GWY,United States
5208,United Arabian Airlines,\N,,UAB,Sudan
5209,United Airlines,\N,UA,UAL,United States
5210,United Air Charters,\N,,UAC,Zimbabwe
5211,United Carriers Systems,\N,,UCS,United States
5212,United Eagle Airlines,\N,,UEA,China
5213,United Feeder Service,\N,U2,,United States
5214,United Kingdom Civil Aviation Authority,\N,,CFU,United Kingdom
5215,United Kingdom Royal VIP Flights,\N,,KRF,United Kingdom
5216,United Kingdom Royal VIP Flight,\N,,KRH,United Kingdom
5217,United Kingdom Civil Aviation Authority,\N,,SDS,United Kingdom
5218,United Kingdom Royal VIP Flights,\N,,TQF,United Kingdom
5219,United States Coast Guard Auxiliary,\N,,CGX,United States
5220,United States Department Of Agriculture,\N,,AGR,United States
5221,University Air Squadron,\N,,UAD,United Kingdom
5222,University Air Squadron,\N,,UAJ,United Kingdom
5223,University Air Squadron,\N,,UAA,United Kingdom
5224,University Air Squadron,\N,,UAH,United Kingdom
5225,Universal Avia,\N,,HBU,Ukraine
5226,UK HEMS,\N,,HLE,United Kingdom
5227,USA Jet Airlines,\N,U7,JUS,United States
5228,Unijet,\N,,LEA,France
5229,US Marshals Service,\N,,MSH,United States
5230,University of North Dakota,\N,,NDU,United States
5231,Universal Airlines,\N,,PNA,United States
5232,Uganda Royal Airways,\N,,RAU,Uganda
5233,United Aviation Services,\N,,SAU,Spain
5234,Ural Airlines,\N,U6,SVR,Russia
5235,Ukraine Transavia,\N,,TRB,Ukraine
5236,United Arab Emirates Air Force,\N,,UAF,United Arab Emirates
5237,Union Africaine des Transports,\N,,UAI,Ivory Coast
5238,Uganda Air Cargo,\N,,UCC,Uganda
5239,US Airports Air Charter,\N,,UCH,United States
5240,Ucoaviacion,\N,,UCO,Spain
5241,Ues-Avia Aircompany,\N,,UES,Ukraine
5242,UFS,\N,,UFS,United States
5243,Uganda Airlines,\N,,UGA,Uganda
5244,Urgemer Canarias,\N,,UGC,Spain
5245,Ukrainian Helicopters,\N,,UHL,Ukraine
5246,Ulyanovsk Higher Civil Aviation School,\N,,UHS,Russia
5247,Universal Jet Rental de Mexico,\N,,UJR,Mexico
5248,Universal Jet Aviation,\N,,UJT,United States
5249,UK International Airlines,\N,,UKI,United Kingdom
5250,Ukraine Air Alliance,\N,,UKL,Ukraine
5251,UM Airlines,\N,UF,UKM,Ukraine
5252,Ukraine Air Enterprise,\N,,UKN,Ukraine
5253,United Kingdom Home Office,\N,,UKP,United Kingdom
5254,Ukrainian Cargo Airways,\N,6Z,UKS,Ukraine
5255,Ultrair,\N,,ULT,United States
5256,Unitemp-M,\N,,UMS,Russia
5257,Uni-Fly,\N,,UNC,Denmark
5258,Union Flights,\N,,UNF,United States
5259,Universal Jet,\N,,UNJ,Spain
5260,Unsped Paket Servisi,\N,,UNS,Turkey
5261,Unifly Servizi Aerei,\N,,UNU,Italy
5262,Ukrainian Pilot School,\N,,UPL,Ukraine
5263,United Parcel Service,\N,5X,UPS,United States
5264,Uraiavia,\N,,URV,Russia
5265,US Airways,\N,US,USA,United States
5266,US Check Airlines,\N,,USC,United States
5267,USAfrica Airways,\N,,USF,United States
5268,US Helicopter,\N,,USH,United States
5269,US Jet,\N,,USJ,United States
5270,US Express,\N,,USX,United States
5271,UTair Aviation,\N,UT,UTA,Russia
5272,UTAGE,\N,,UTG,Equatorial Guinea
5273,Utair South Africa,\N,,UTR,South Africa
5274,Ukrainian State Air Traffic Service Enterprise,\N,,UTS,Ukraine
5275,Urartu-Air,\N,,UTU,Armenia
5276,Universal Airways,\N,,UVA,United States
5277,Universal Airlines,\N,,UVG,Guyana
5278,Uvavemex,\N,,UVM,Mexico
5279,United States Air Force,\N,,AIO,United States
5280,United Aviation,\N,,UVN,Kuwait
5281,Uzbekistan Airways,\N,HY,UZB,Uzbekistan
5282,Ukraine International Airlines,\N,PS,AUI,Ukraine
5283,Universal Airlines,\N,,WEC,United States
5284,US Helicopter Corporation,\N,UH,,United States
5288,V Australia Airlines,\N,VA,VAU,Australia
5289,V Bird Airlines Netherlands,\N,,VBA,Netherlands
5290,V-avia Airline,\N,,WIW,Ukraine
5291,V-Berd-Avia,\N,,VBD,Armenia
5292,Vacationair,\N,,VAC,Canada
5293,Valair AG (Helicoptere),\N,,RDW,Switzerland
5294,Valan International Cargo Charter,\N,,VLA,South Africa
5295,Valan Limited,\N,,VLN,Moldova
5296,Valfell-Verkflug,\N,,EHR,Iceland
5297,Valuair,\N,VF,VLU,Singapore
5298,Van Air Europe,\N,,VAA,Czech Republic
5299,Vanguardia en Aviacion en Colima,\N,,VGC,Mexico
5300,Vanguard Airlines,\N,,VGD,United States
5301,Vasco Air,\N,,VFC,Vietnam
5302,Vega,\N,,VAG,Kazakhstan
5303,Vega Air Company,\N,,WGA,Ukraine
5304,Veles,\N,,WEL,VELES
5305,Verataxis,\N,,VTX,Mexico
5306,Veritair Ltd,\N,,BTP,United Kingdom
5307,Voyageur Airways,\N,VC,VAL,Canada
5308,Vernicos Aviation,\N,,GRV,Greece
5309,Vietnam Airlines,\N,VN,HVN,Vietnam
5310,Vozdushnaya Academy,\N,,KWA,Kazakhstan
5311,VIM Airlines,\N,NN,MOV,Russia
5312,VIM-Aviaservice,\N,,MVY,Russia
5313,VIA Rail Canada,\N,2R,,Canada
5314,Victoria Aviation,\N,,ENV,United Kingdom
5315,Viscount Air Service,\N,,VCT,United States
5317,Vision Airlines,\N,,SSI,Nigeria
5318,VIP Air Charter,\N,,FXF,United States
5319,VIP Avia,\N,,PAV,Kazakhstan
5320,VIP Avia,\N,,PRX,Latvia
5321,Visionair,\N,,VAT,Ireland
5322,Viasa,\N,VA,,Venezuela
5323,VICA - Viacao Charter Aereos,\N,,VCA,Brazil
5324,Volare Air Charter Company,\N,,VCM,United States
5325,Volaris,\N,Y4,VOI,Mexico
5326,Volga-Dnepr Airlines,\N,VI,VDA,Russia
5327,Vega Airlines,\N,,VEA,Bulgaria
5328,Venescar Internacional,\N,,VEC,Venezuela
5329,Victor Echo,\N,,VEE,Spain
5330,Virgin Express Ireland,\N,,VEI,Ireland
5331,Virgin America,\N,VX,VRD,United States
5332,Vieques Air Link,\N,,VES,United States
5333,Virgin Express,\N,TV,VEX,Belgium
5334,VZ Flights,\N,,VFT,Mexico
5335,Virgin Nigeria Airways,\N,VK,VGN,Nigeria
5336,Vologda State Air Enterprise,\N,,VGV,Russia
5337,VH-Air Industrie,\N,,VHA,Angola
5338,VHM Schul-und-Charterflug,\N,,VHM,Germany
5339,Vibroair Flugservice,\N,,VIB,Germany
5340,VIP Servicios Aereos Ejecutivos,\N,,VIC,Mexico
5341,VIP Empresarial,\N,,VIE,Mexico
5342,VIF Luftahrt,\N,,VIF,Austria
5343,Vega Aviation,\N,,VIG,Sudan
5344,Vichi,\N,,VIH,Moldova
5345,Viking Airlines,\N,,VIK,Sweden
5346,Vinair - Helicoptereos,\N,,VIN,Portugal
5347,Virgin Atlantic Airways,\N,VS,VIR,United Kingdom
5348,Viajes Ejecutivos Mexicanos,\N,,VJM,Mexico
5349,Vistajet,\N,,VJT,Canada
5350,Viva Macau,\N,ZG,VVM,Macao
5351,Volare Airlines,\N,VE,VLE,Italy
5352,Vueling Airlines,\N,VY,VLG,Spain
5353,Vladivostok Air,\N,XF,VLK,Russia
5354,Varig Log,\N,LC,VLO,Brazil
5355,Vertical-T Air Company,\N,,VLT,Russia
5356,Vero Monmouth Airlines,\N,,VMA,United States
5357,Vipport Joint Stock Company,\N,,VNK,Russia
5358,Viaggio Air,\N,VM,VOA,Bulgaria
5359,Voyager Airlines,\N,,VOG,Bangladesh
5360,Virgin Australia,\N,VA,VOZ,Australia
5361,Virgin Blue,\N,DJ,VBI,Australia
5362,VIP Air,\N,,VPA,Slovakia
5363,Veteran Air,\N,,VPB,Ukraine
5364,VIP-Avia,\N,,VPV,Georgia
5365,Vertair,\N,,VRA,United Kingdom
5366,Volare Airlines,\N,,VRE,Ukraine
5367,Voar Lda,\N,,VRL,Angola
5368,VRG Linhas Aereas,Varig,RG,VRN,Brazil
5369,Vickers Limited,\N,,VSB,United Kingdom
5370,Visig Operaciones Aereas,\N,,VSG,Spain
5371,Vision Airways Corporation,\N,,VSN,Canada
5372,Voronezh Aircraft Manufacturing Society,\N,,VSO,Russia
5373,VASP,\N,VP,VSP,Brazil
5374,Virign Islands Seaplane Shuttle,\N,,VSS,United States
5375,Vuelos Especializados Tollocan,\N,,VTC,Mexico
5376,Vuelos Corporativos de Tehuacan,\N,,VTH,Mexico
5377,Vostok Airlines,\N,,VTK,Russia
5378,Victor Tagle Larrain,\N,,VTL,Chile
5379,Vointeh,\N,,VTV,Bulgaria
5380,Vuelos Internos Privados VIP,\N,,VUR,Ecuador
5381,Vuela Bus,\N,,VUS,Mexico
5382,Vzlyet,\N,,VZL,Russia
5383,VLM Airlines,\N,VG,VLM,Belgium
5384,Viking Express,\N,,WCY,United States
5385,Victoria International Airways,\N,,WEV,Uganda
5386,Volga Aviaexpress,\N,,WLG,Russia
5387,WDL Aviation,\N,,WDL,Germany
5388,WRA Inc,\N,,WRR,United States
5389,WSI Corporation,\N,,XWS,United States
5390,Walmart Aviation,\N,,CGG,United States
5391,Walsten Air Services,\N,,WAS,Canada
5392,Walter I Linkoping,\N,,GOT,Sweden
5393,Wapiti Aviation,\N,,WPT,Canada
5394,Warbelow's Air Ventures,\N,,WAV,United States
5395,Warwickshire Aerocentre Ltd.,\N,,ATX,United Kingdom
5396,Wasaya Airways,\N,,WSG,Canada
5397,Wayraper,\N,7W,,Peru
5398,Weasua Air Transport Company,\N,,WTC,Liberia
5399,WebJet Linhas A,\N,WJ,WEB,Brazil
5400,Welch Aviation,\N,,TDB,United States
5401,Welcome Air,\N,2W,WLC,Austria
5402,Wermlandsflyg AB,\N,,BLW,Sweden
5403,West Africa Airlines,\N,,WCB,Ghana
5404,West African Air Transport,\N,,WTF,Senegal
5405,West African Airlines,\N,,WSF,Benin
5406,West African Cargo Airlines,\N,,WAC,Mauritania
5407,West Air Luxembourg,\N,,WLX,Luxembourg
5408,West Air Sweden,\N,PT,SWN,Sweden
5409,West Caribbean Airways,\N,,WCW,Colombia
5410,West Caribbean Costa Rica,\N,,WCR,Costa Rica
5411,West Coast Air,\N,8O,,Canada
5412,West Coast Airlines,\N,,WCG,Ghana
5413,West Coast Airways,\N,,WCA,Sierra Leone
5414,West Freugh DTEO,\N,,TEE,United Kingdom
5415,West Wind Aviation,\N,,WEW,Canada
5416,WestJet,\N,WS,WJA,Canada
5417,Westair Aviation,\N,,WAA,Namibia
5418,Westair Cargo Airlines,\N,,WSC,Cote d'Ivoire
5419,Westair Industries,\N,,PCM,United States
5420,Westcoast Energy,\N,,BLK,Canada
5421,Western Air,\N,,WST,Bahamas
5422,Western Air Couriers,\N,,NPC,United States
5423,Western Air Express,\N,,WAE,United States
5424,Western Airlines,\N,WA,WAL,United States
5425,Western Arctic Air,\N,,WAL,Canada
5426,Western Aviators,\N,,WTV,United States
5427,Western Express Air Lines,\N,,WES,Canada
5428,Western Pacific Airlines,\N,,KMR,United States
5429,Western Pacific Airservice,\N,,WPA,Solomon Islands
5430,Westflight Aviation,\N,,WSL,United Kingdom
5431,Westgates Airlines,\N,,WSA,United States
5432,Westland Helicopters,\N,,WHE,United Kingdom
5433,Westpoint Air,\N,,WTP,Canada
5434,Westward Airways,\N,CN,WWD,United States
5435,White,\N,,WHT,Portugal
5436,White Eagle Aviation,\N,,WEA,Poland
5437,White River Air Services,\N,,WRA,Canada
5438,Whyalla Airlines,\N,,WWL,Australia
5439,Widerøe,\N,WF,WIF,Norway
5440,Wiggins Airways,\N,,WIG,United States
5441,Wiking Helikopter Service,\N,,WHS,Germany
5442,Wilbur's Flight Operations,\N,,WFO,United States
5443,Williams Air,\N,,WLS,United States
5444,Williams Grand Prix Engineering,\N,,WGP,United Kingdom
5445,Wimbi Dira Airways,\N,,WDA,Democratic Republic of Congo
5446,Winair,\N,,WNA,United States
5447,Wind Jet,\N,IV,JET,Italy
5448,Wind Spirit Air,\N,,WSI,United States
5449,Windrose Air,\N,,QGA,Germany
5450,Windward Islands Airways International,\N,,WIA,Netherland
5451,Wings Air,\N,IW,WON,Indonesia
5452,Wings Air Transport,\N,,WAT,Sudan
5453,Wings Airways,\N,,WAW,United States
5454,Wings Aviation,\N,,WOL,Guyana
5455,Wings Express,\N,,WEX,United States
5456,Wings of Alaska,\N,K5,WAK,United States
5457,Wings of Lebanon Aviation,\N,,WLB,Lebanon
5458,Winlink,\N,,WIN,Saint Lucia
5459,Wisconsin Air National Guard,\N,,WAG,United States
5460,Wisman Aviation,\N,,WSM,United States
5461,Wizz Air,\N,W6,WZZ,Hungary
5462,Wizz Air Hungary,\N,8Z,WVL,Bulgaria
5463,Wondair on Demand Aviation,\N,,WNR,Spain
5464,Woodgate Executive Air Charter,\N,,CWY,United Kingdom
5465,World Airways,\N,WO,WOA,United States
5466,World Weatherwatch,\N,,XWW,Canada
5467,World Wing Aviation,\N,,WWM,Kyrgyzstan
5468,Worldspan,\N,1P,,United States
5469,Worldwide Air Charter Systems,\N,,CSW,Canada
5470,Worldwide Aviation Services,\N,,WWS,Pakistan
5471,Worldwide Jet Charter,\N,,WWI,United States
5472,Wright Air Lines,\N,,WRT,United States
5473,Wright Air Service,\N,8V,WRF,United States
5474,Wuhan Airlines,\N,,CWU,China
5475,Wycombe Air Centre,\N,,WYC,United Kingdom
5476,Wyoming Airlines,\N,,WYG,United States
5479,XL Airways France,\N,SE,SEU,France
5480,XP Internation,\N,,XPS,Netherlands
5481,Xabre Aerolineas,\N,,XAB,Mexico
5482,Xclusive Jet Charter Limited,\N,,XJC,United Kingdom
5483,Xerox Corporation,\N,,XER,United States
5484,Xiamen Airlines,\N,MF,CXA,China
5485,Xinjiang Airlines,\N,,CXJ,China
5486,Xjet Limited,\N,,XJT,United Kingdom
5487,Xtra Airways,\N,XP,CXP,United States
5490,Yak-Service,\N,,AKY,Russia
5491,Yakolev,\N,,YAK,Russia
5492,Yamal Airlines,\N,YL,LLM,Russia
5493,Yana Airlines,\N,,CYG,Cambodia
5494,Yangtze River Express,\N,Y8,YZR,China
5495,Yellow Wings Air Services,\N,,ELW,Kenya
5496,Yemenia,\N,IY,IYE,Yemen
5497,Yerevan-Avia,\N,,ERV,Armenia
5498,Young Flying Service,\N,,YFS,United States
5499,Yuhi Air Lines,\N,,AYU,Japan
5500,Yuzhnaya Aircompany,\N,,UGN,Kazakhstan
5501,Yuzhmashavia,\N,,UMK,Ukraine
5504,Z-Avia,\N,,RZV,Armenia
5505,Zagros Airlines,\N,,IZG,Iran
5506,Zaire Aero Service,\N,,ZAI,Democratic Republic of Congo
5507,Zairean Airlines,\N,,ZAR,Democratic Republic of Congo
5508,Zambian Airways,\N,Q3,MBN,Zambia
5509,Zambezi Airlines,\N,,ZMA,Zambia
5510,Zanair,\N,,TAN,Tanzania
5511,Zantop International Airlines,\N,,ZAN,United States
5512,ZAS Airlines of Egypt,\N,,ZAS,Egypt
5513,Zenith Air,\N,,AZR,South Africa
5514,Zenmour Airlines,\N,,EMR,Mauritania
5515,Zephyr Express,\N,,RZR,United States
5516,Zhejiang Airlines,\N,,CJG,China
5517,Zhetysu,\N,,JTU,Kazakhstan
5518,Zhez Air,\N,,KZH,Kazakhstan
5519,Zhongfei General Aviation,\N,,CFZ,China
5520,Zhongyuan Aviation,\N,,CYN,China
5521,Zip,\N,3J,WZP,Canada
5522,Zimex Aviation,\N,C4,IMX,Switzerland
5523,Zoom Airlines,\N,Z4,OOM,Canada
5524,Zoom Airways,\N,,ZAW,Bangladesh
5525,Zorex,\N,,ORZ,Spain
5526,Zracno Pristaniste Mali Losinj,\N,,MLU,Croatia
5533,Tyrolean Airways,\N,\N,TYR,\N
5556,buzz,\N,UK,BUZ,\N
5559,Maldivian Air Taxi,\N,8Q,\N,Maldives
5584,Sky Express,SkyExpress,XW,SXR,Russia
5640,Yellow Air Taxi,,Y0,\N,United States
5651,Royal Air Cambodge,,VJ,RAC,Cambodia
5813,Air Mandalay,,6T,\N,Burma
